"","BPS_NAME","BPS_MODEL","groupedCount","ACRES","fireType","returnInterval","annualProb","annualAcres","percentAnnual"
"31","Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods","14500_55_58",20749,4606.278,"FRI_SURFAC",3,0.333333333333333,1535.426,33.3333333333333
"32","Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods","14500_55_58",20749,4606.278,"FRI_ALLFIR",3,0.333333333333333,1535.426,33.3333333333333
"33","Southern Coastal Plain Seepage Swamp and Baygall","14610_46_55_56_99",16942,3761.124,"FRI_REPLAC",297,0.00336700336700337,12.6637171717172,0.336700336700337
"34","Southern Coastal Plain Seepage Swamp and Baygall","14610_46_55_56_99",16942,3761.124,"FRI_MIXED",356,0.00280898876404494,10.5649550561798,0.280898876404494
"35","Southern Coastal Plain Seepage Swamp and Baygall","14610_46_55_56_99",16942,3761.124,"FRI_SURFAC",NA,NA,NA,NA
"36","Southern Coastal Plain Seepage Swamp and Baygall","14610_46_55_56_99",16942,3761.124,"FRI_ALLFIR",162,0.00617283950617284,23.2168148148148,0.617283950617284
"37","Gulf and Atlantic Coastal Plain Floodplain Systems","14730_55_58_60",11814,2622.708,"FRI_REPLAC",114,0.0087719298245614,23.0062105263158,0.87719298245614
"38","Gulf and Atlantic Coastal Plain Floodplain Systems","14730_55_58_60",11814,2622.708,"FRI_MIXED",NA,NA,NA,NA
"39","Gulf and Atlantic Coastal Plain Floodplain Systems","14730_55_58_60",11814,2622.708,"FRI_SURFAC",101,0.0099009900990099,25.9674059405941,0.99009900990099
"40","Gulf and Atlantic Coastal Plain Floodplain Systems","14730_55_58_60",11814,2622.708,"FRI_ALLFIR",54,0.0185185185185185,48.5686666666667,1.85185185185185
"41","Gulf and Atlantic Coastal Plain Small Stream Riparian Systems","14740_46_47_48_55_56_58_60_99",10938,2428.236,"FRI_REPLAC",477,0.00209643605870021,5.09064150943396,0.209643605870021
"42","Gulf and Atlantic Coastal Plain Small Stream Riparian Systems","14740_46_47_48_55_56_58_60_99",10938,2428.236,"FRI_MIXED",202,0.00495049504950495,12.0209702970297,0.495049504950495
"43","Gulf and Atlantic Coastal Plain Small Stream Riparian Systems","14740_46_47_48_55_56_58_60_99",10938,2428.236,"FRI_SURFAC",131,0.00763358778625954,18.5361526717557,0.763358778625954
"44","Gulf and Atlantic Coastal Plain Small Stream Riparian Systems","14740_46_47_48_55_56_58_60_99",10938,2428.236,"FRI_ALLFIR",68,0.0147058823529412,35.7093529411765,1.47058823529412
"45","Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest","13350_55_58_60",7839,1740.258,"FRI_REPLAC",198,0.00505050505050505,8.78918181818182,0.505050505050505
"46","Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest","13350_55_58_60",7839,1740.258,"FRI_MIXED",98,0.0102040816326531,17.7577346938775,1.02040816326531
"47","Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest","13350_55_58_60",7839,1740.258,"FRI_SURFAC",8,0.125,217.53225,12.5
"48","Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest","13350_55_58_60",7839,1740.258,"FRI_ALLFIR",7,0.142857142857143,248.608285714286,14.2857142857143
"49","Atlantic Coastal Plain Mesic Hardwood Forest","13430_54_55",1183,262.626,"FRI_REPLAC",394,0.00253807106598985,0.66656345177665,0.253807106598985
"50","Atlantic Coastal Plain Mesic Hardwood Forest","13430_54_55",1183,262.626,"FRI_MIXED",159,0.00628930817610063,1.6517358490566,0.628930817610063
"51","Atlantic Coastal Plain Mesic Hardwood Forest","13430_54_55",1183,262.626,"FRI_SURFAC",52,0.0192307692307692,5.0505,1.92307692307692
"52","Atlantic Coastal Plain Mesic Hardwood Forest","13430_54_55",1183,262.626,"FRI_ALLFIR",36,0.0277777777777778,7.29516666666667,2.77777777777778
"53","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","14900_55_56_58_99",771,171.162,"FRI_REPLAC",5,0.2,34.2324,20
"54","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","14900_55_56_58_99",771,171.162,"FRI_MIXED",288,0.00347222222222222,0.5943125,0.347222222222222
"55","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","14900_55_56_58_99",771,171.162,"FRI_SURFAC",NA,NA,NA,NA
"56","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","14900_55_56_58_99",771,171.162,"FRI_ALLFIR",5,0.2,34.2324,20
"57","Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall","14680_46_55_58_99",83,18.426,"FRI_REPLAC",58,0.0172413793103448,0.317689655172414,1.72413793103448
"58","Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall","14680_46_55_58_99",83,18.426,"FRI_MIXED",23,0.0434782608695652,0.801130434782609,4.34782608695652
"59","Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall","14680_46_55_58_99",83,18.426,"FRI_SURFAC",16,0.0625,1.151625,6.25
"60","Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall","14680_46_55_58_99",83,18.426,"FRI_ALLFIR",8,0.125,2.30325,12.5
"61","Central Florida Pine Flatwoods","14530_55_56",18,3.996,"FRI_REPLAC",84,0.0119047619047619,0.0475714285714286,1.19047619047619
"62","Central Florida Pine Flatwoods","14530_55_56",18,3.996,"FRI_MIXED",8941,0.000111844312716698,0.000446929873615927,0.0111844312716698
"63","Central Florida Pine Flatwoods","14530_55_56",18,3.996,"FRI_SURFAC",2,0.5,1.998,50
"64","Central Florida Pine Flatwoods","14530_55_56",18,3.996,"FRI_ALLFIR",2,0.5,1.998,50
